DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ETABLISSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION;NOMBRE DE LOGEMENTS
14/09/2012;14/09/2012;HÔTEL;4 étoiles;0;0;CHÂTEAU DE MARÇAY;CHÂTEAU DE MARÇAY;37500;CHINON;247930347;contact@chateaudemarcay.com;www.chateaudemarcay.com;0;62;30;0;0;0
16/07/2012;16/07/2012;HÔTEL;2 étoiles;0;0;HÔTEL DE LA BOULE D'OR;25 rue Rabelais;37500;CHINON;247930313;hotelbouledor@wanadoo.fr;http://www.hotelbouledor.com;0;8;4;0;0;0
06/07/2012;06/07/2012;HÔTEL;2 étoiles;0;0;HÔTEL DIDEROT;7 rue Diderot ;37500;CHINON;247931887;hoteldiderot@wanadoo.fr;http://www.hoteldiderot.com;0;45;22;0;0;0
06/07/2012;06/07/2012;HÔTEL;2 étoiles;0;0;HÔTEL AU SANS SOUCI;allée Jacqueline Auriol, route de Chinon;37500;CHINON;247580691;info@hotelchinon.fr;http://www.hotelchinon.fr;0;70;33;0;0;0
06/07/2012;06/07/2012;HÔTEL;2 étoiles;0;0;HÔTEL AGNÈS SOREL;4 QUAI PASTEUR;37500;CHINON;247930437;info@hotel-agnes-sorel.com;http://www.hotel-agnes-sorel.com;0;23;10;0;0;0
04/07/2012;04/07/2012;HÔTEL;3 étoiles;0;0;HÔTEL LE PLANTAGENÊT;12 place Jeanne d'Arc;37500;CHINON;247933692;resa@hotel-plantagenet.com;www.hotel-plantagenet.com;0;0;33;0;0;0
29/06/2012;29/06/2012;HÔTEL;3 étoiles;0;0;HOSTELLERIE GARGANTUA;73 rue Haute Saint-Maurice;37500;CHINON;3324793047;contact@hotel-gargantua.com;http://www.hotel-gargantua.com;0;17;7;0;0;0
25/06/2012;25/06/2012;HÔTEL;2 étoiles;0;0;HÔTEL BELLE ÉPOQUE;14 AVENUE GAMBETTA;37500;CHINON;247930086;CONTACT@HOTELCHINON.COM;http://HOTELCHINON.COM;0;28;11;0;0;0
06/04/2012;13/04/2012;HÔTEL;2 étoiles;0;0;HOTEL SAINT JACQUES;19 RUE DU RAINEAU;37500;CHINON;247931640;hotelstjacques.chinon@orange.fr;http://www.hotelstjacques.fr;0;40;14;0;0;0
15/11/2011;15/11/2011;HÔTEL;3 étoiles;0;0;ALL SEASONS CHINON;11 rue Digue Saint Jacques;37500;CHINON;247984646;H7864@accor.com;http://www.hotel-chinon.com;0;308;55;0;0;0
31/08/2011;19/09/2011;HÔTEL;3 étoiles;0;0;HOTEL DE FRANCE;47 PLACE DU GENERAL DE GAULLE;37500;CHINON;247933391;elmachinon@aol.com;0;0;63;30;0;0;0
07/01/2011;10/05/2011;HÔTEL;2 étoiles;0;0;AUBERGE LE HAUT CLOS;1 impasse du haut clos;37500;LA ROCHE CLERMAULT;247959450;lehautclos@wanadoo.fr;http://www.restolehautclos.free.fr;0;22;9;0;0;0
07/09/2012;07/09/2012;HÔTEL;3 étoiles;0;0;HÔTEL LE CHEVAL ROUGE;9 rue principale;37510;VILLANDRY;247500207;chevalrouge@orange.fr;http://www.lecheval-rouge.com;0;70;31;0;0;0
11/01/2011;11/01/2011;HÔTEL;3 étoiles;0;0;AUBERGE LE COLOMBIEN HOTEL-RESTAURANT;2, rue de la mairie;37510;VILLANDRY;247500727;colombien@hotel-villandry.com;http://www.hotel-villandry.com;0;33;14;0;0;0
24/05/2013;24/05/2013;HÔTEL;2 étoiles;0;0;HÔTEL DU PETIT LUSSAULT;route départementale 952;37530;NAZELLES-NÉGRON;02.47.57.30.30;info@hotelpetitlussault.fr;www.hotelpetitlussault.fr;0;50;21;0;0;0
11/04/2013;11/04/2013;HÔTEL;4 étoiles;0;0;L'AUBINIÈRE;29 rue jules gautier;37530;SAINT-OUEN-LES-VIGNES;247301529;restaurant-laubiniere@wanadoo.fr;www.aubiniere.com;0;40;12;0;0;0
20/07/2012;20/07/2012;HÔTEL;4 étoiles;0;0;LE DOMAINE DES THOMEAUX;12 RUE DES THOMEAUX;37530;MOSNES;247304014;gabriel.lombardini@groupe-villemain.eu;http://www.domainedesthomeaux.fr     ;0;61;29;0;0;0
27/09/2011;27/09/2011;HÔTEL;3 étoiles;0;0;LE FLEURAY HOTEL RESTAURANT;Fleuray - Route D74;37530;CANGEY;247560925;contact@lefleurayhotel.com;http://www.lefleurayhotel.com;0;57;23;0;0;0
22/04/2011;26/04/2011;HÔTEL;2 étoiles;0;0;AUBERGE DE LAUNAY;9 RUE DE LA RIVIERE;37530;LIMERAY;247301682;info@aubergedelaunay.com;http://www.aubergedelaunay.com;0;30;15;0;0;0
20/07/2012;20/07/2012;HÔTEL;2 étoiles;0;0;P'TIT DEJ-HOTEL;30 rue de la Tuilerie;37550;SAINT-AVERTIN;247285858;ptitdejtours@arcantel.fr;www.arcantel.fr;0;60;26;0;0;0
20/07/2012;20/07/2012;HÔTEL;3 étoiles;0;0;INTER HOTEL AMBACIA;22 rue de la Tuilerie;37550;SAINT-AVERTIN;247277117;ambacia@arcantel.fr;www.arcantel.fr;0;100;38;0;0;0
25/10/2010;25/10/2010;HÔTEL;1 étoile;0;0;LE FAISAN;7 rue de Larcay;37550;SAINT AVERTIN;247270208;bourgueil.pascal@wanadoo.fr;http://www.hotel-dufaisan.com;0;77;31;0;0;0
23/07/2012;23/07/2012;HÔTEL;2 étoiles;0;0;LUCCOTEL;12-14 RUE DES LéZARDS;37600;LOCHES;247913030;marc.vincent@luccotel.com;http://www.luccotel.com;0;0;69;0;0;0
22/09/2011;22/09/2011;HÔTEL;2 étoiles;0;0;HOTEL DE FRANCE ;6 rue Picois;37600;LOCHES;247590032;hdefranceloches@aol.com;http://www.hoteldefranceloches.com;0;78;17;0;0;0
06/03/2012;06/03/2012;HÔTEL;3 étoiles;0;0;KYRIAD TOURS - SAINT PIERRE DES CORPS - GARE;RUE FABIENNE LANDY - PARVIS DE LA GARE TGV;37700;SAINT PIERRE DES CORPS;247444404;manager.saintpierredescorps@kyriad.fr;http://www.kyriad-tours-gare-saint-pierre-des-corps.fr/fr/index.aspx;0;798;98;0;0;0
25/02/2013;25/02/2013;HÔTEL;4 étoiles;0;0;HOSTELLERIE LES HAUTS DE SAINTE MAURE;2 Avenue du Général de Gaulle;37800;SAINTE-MAURE-DE-TOURAINE;247655065;hauts-de-ste-maure@wanadoo.fr;hostelleriehautsdestemaure.fr;0;30;11;0;0;0
29/08/2012;29/08/2012;HÔTEL;4 étoiles;0;0;CHÂTEAU DE BROU;route du CHÂTEAU DE BROU;37800;NOYANT-DE-TOURAINE;247658080;info@chateau-de-brou.fr;http://www.chateau-de-brou.fr;0;20;12;0;0;0
29/06/2012;29/06/2012;HÔTEL;3 étoiles;0;0;AUBERGE DE LA DILIGENCE;4 avenue du général de gaulle;37800;SAINTE-MAURE-DE-TOURAINE;247655093;aubergedeladiligence@orange.fr;0;0;30;14;0;0;0
21/04/2011;22/04/2011;HÔTEL;2 étoiles;0;0;HOSTELLERIE DU CHEVAL BLANC;55 avenue du general de gaulle;37800;SAINTE MAURE DE TOURAINE;247654027;hostellerieduchevalblanc@orange.fr;http://www.hotel-restaurant-chevalblanc.com;0;28;12;0;0;0
